beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Crab Dust","Other Half Brewing Co.","IPA - American",6.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-06-22 09:46:17",https://api.untappd.com/c/1043048181,https://api.untappd.com/beer/4323238,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,1043048181,4323238,94785,,3.96,3.89,,0,0
"Benedict Arnold Palmer","Gun Hill Brewing Company","Sour - Berliner Weisse",4.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-06-22 09:46:44",https://api.untappd.com/c/1043048209,https://api.untappd.com/beer/3262612,https://api.untappd.com/brewery/106148,"United States",Bronx,NY,,,Can,1043048209,3262612,106148,,3.67,3.68,,1,0
"Scrag-arita Salt and Lime Pilsner","Lawson's Finest Liquids","Pilsner - Czech / Bohemian",4.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2021-06-22 09:46:54",https://api.untappd.com/c/1043048220,https://api.untappd.com/beer/3846905,https://api.untappd.com/brewery/3758,"United States",Waitsfield,VT,,,Can,1043048220,3846905,3758,,3.72,3.72,,0,0
"Bloomfield Valley Club","Other Half Brewing Co.",Kölsch,4.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-06-22 09:48:14",https://api.untappd.com/c/1043048324,https://api.untappd.com/beer/3998703,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,1043048324,3998703,94785,,3.75,3.74,,1,0
F.O.A.P.B,"District 96 Beer Factory","IPA - Triple New England / Hazy",10,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-06-28 15:16:24",https://api.untappd.com/c/1045729815,https://api.untappd.com/beer/3683195,https://api.untappd.com/brewery/300236,"United States","New City",NY,,,Can,1045729815,3683195,300236,,4.35,4.3,,0,0
"Dyke Beer: Tall Girl","Dyke Beer","Sour - Traditional Gose",4.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-06-28 15:16:58",https://api.untappd.com/c/1045730017,https://api.untappd.com/beer/4362055,https://api.untappd.com/brewery/509362,"United States",Brooklyn,NY,,,Can,1045730017,4362055,509362,,3.8,3.76,,0,0
Socks,"Off Color Brewing","Farmhouse Ale - Saison",6.4,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-06-28 15:17:19",https://api.untappd.com/c/1045730125,https://api.untappd.com/beer/3494688,https://api.untappd.com/brewery/46709,"United States",Chicago,IL,,,Bottle,1045730125,3494688,46709,,4.06,3.97,,0,0
"Precision Neurosis","Foreign Objects Beer Company","IPA - Imperial / Double New England / Hazy",8.3,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-06-28 15:17:37",https://api.untappd.com/c/1045730229,https://api.untappd.com/beer/2816660,https://api.untappd.com/brewery/359022,"United States",Monroe,NY,,,Can,1045730229,2816660,359022,,4.15,4.13,,0,0
"Scrag Mountain Pils","Lawson's Finest Liquids","Pilsner - Czech / Bohemian",4.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2021-07-03 08:15:04",https://api.untappd.com/c/1047389144,https://api.untappd.com/beer/2949855,https://api.untappd.com/brewery/3758,"United States",Waitsfield,VT,,,Can,1047389144,2949855,3758,,3.8,3.8,,0,0
"Cashmere Hoodie","Upper Pass Beer Company","Pale Ale - American",5.3,36,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-07-03 08:15:24",https://api.untappd.com/c/1047389213,https://api.untappd.com/beer/4124230,https://api.untappd.com/brewery/226426,"United States",Royalton,VT,,,Can,1047389213,4124230,226426,,3.78,3.78,,0,0
"Kitty Kat Blues","Black Raven Brewing","Pale Ale - American",5.5,35,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-07-16 08:45:30",https://api.untappd.com/c/1052683242,https://api.untappd.com/beer/67310,https://api.untappd.com/brewery/7484,"United States",Woodinville,WA,,,Can,1052683242,67310,7484,,3.77,3.77,,0,0
"National Bohemian","Pabst Brewing Company","Lager - American",4.6,0,,,,,,,,3.25,"2021-07-16 08:45:53",https://api.untappd.com/c/1052683297,https://api.untappd.com/beer/5905,https://api.untappd.com/brewery/963,"United States","San Antonio",TX,,,Can,1052683297,5905,963,,2.99,2.99,,0,0
"Duckpin Pale Ale","Union Craft Brewing","Pale Ale - American",5.5,55,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2021-07-18 08:03:26",https://api.untappd.com/c/1053955918,https://api.untappd.com/beer/119914,https://api.untappd.com/brewery/22204,"United States",Baltimore,MD,,,Can,1053955918,119914,22204,,3.62,3.63,,0,0
"Ferrari Backpack","Toppling Goliath Brewing Co.","IPA - Imperial / Double",7.8,0,,,,,,,,3.75,"2021-07-18 08:03:37",https://api.untappd.com/c/1053955950,https://api.untappd.com/beer/4311877,https://api.untappd.com/brewery/7532,"United States",Decorah,IA,,,Can,1053955950,4311877,7532,,4.14,4.14,,0,0
"Poua Kai","Alewife Brewing","Lager - Strong",5.8,0,,"Alewife Taproom",Sunnyside,NY,"United States",40.7469,-73.9274,4,"2021-07-18 14:03:55",https://api.untappd.com/c/1054092444,https://api.untappd.com/beer/4359864,https://api.untappd.com/brewery/81154,"United States",Sunnyside,NY,,,Draft,1054092444,4359864,81154,,3.62,3.67,,0,0
"Zipfeltännle Pilsner","Other Half Brewing Co.","Pilsner - German",5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.75,"2021-07-20 12:20:13",https://api.untappd.com/c/1054677810,https://api.untappd.com/beer/4332121,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,1054677810,4332121,94785,,4.15,4.1,,0,0
"Nanticoke Nectar","RaR Brewing","IPA - American",7.4,65,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-07-20 12:20:28",https://api.untappd.com/c/1054677886,https://api.untappd.com/beer/385689,https://api.untappd.com/brewery/68522,"United States",Cambridge,MD,,,Can,1054677886,385689,68522,,3.79,3.79,,0,0
"Table Terroir","Area Two Experimental Brewing","Table Beer",3.7,0,,"Area Two Experimental Brewing",Stratford,CT,"United States",41.1872,-73.1403,4.25,"2021-07-20 15:51:57",https://api.untappd.com/c/1054758663,https://api.untappd.com/beer/3115032,https://api.untappd.com/brewery/424129,"United States",Stratford,CT,,,Draft,1054758663,3115032,424129,,3.55,3.58,,0,0
"Synopsis Prickly Pear","Area Two Experimental Brewing","Wild Ale - American",6.4,0,,"Area Two Experimental Brewing",Stratford,CT,"United States",41.1872,-73.1403,3,"2021-07-20 15:52:32",https://api.untappd.com/c/1054758933,https://api.untappd.com/beer/3281434,https://api.untappd.com/brewery/424129,"United States",Stratford,CT,,,Draft,1054758933,3281434,424129,,3.71,3.71,,0,0
"Pineapple Super Diesel","Area Two Experimental Brewing","IPA - American",7,0,,"Area Two Experimental Brewing",Stratford,CT,"United States",41.1872,-73.1403,2,"2021-07-20 15:53:19",https://api.untappd.com/c/1054759298,https://api.untappd.com/beer/3256330,https://api.untappd.com/brewery/424129,"United States",Stratford,CT,,,Draft,1054759298,3256330,424129,,3.54,3.55,,0,0
"Hexotic 2019","Two Roads Brewing Company","Lambic - Fruit",8,0,,"Area Two Experimental Brewing",Stratford,CT,"United States",41.1872,-73.1403,4.5,"2021-07-20 15:53:47",https://api.untappd.com/c/1054759499,https://api.untappd.com/beer/4338887,https://api.untappd.com/brewery/45815,"United States",Stratford,CT,,,Draft,1054759499,4338887,45815,,3.86,3.72,,1,0
Europa,"Area Two Experimental Brewing","Sour - Flanders Red Ale",8.5,0,,"Area Two Experimental Brewing",Stratford,CT,"United States",41.1872,-73.1403,4,"2021-07-20 15:54:11",https://api.untappd.com/c/1054759664,https://api.untappd.com/beer/4132692,https://api.untappd.com/brewery/424129,"United States",Stratford,CT,,,Draft,1054759664,4132692,424129,,3.73,3.72,,0,0
"Linear Phase - Batch 2","Equilibrium Brewery","IPA - Imperial / Double",8.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-07-21 22:23:53",https://api.untappd.com/c/1055229378,https://api.untappd.com/beer/4363827,https://api.untappd.com/brewery/198789,"United States",Middletown,NY,,,Can,1055229378,4363827,198789,,4.17,4.14,,0,0
"Social Fabric","Finback Brewery","IPA - Imperial / Double",8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-07-24 09:20:11",https://api.untappd.com/c/1056260583,https://api.untappd.com/beer/2691723,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,1056260583,2691723,52099,,4.21,4.2,,0,0
Hopcelot,"Lawson's Finest Liquids","IPA - American",7,77,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-07-28 08:11:09",https://api.untappd.com/c/1057925972,https://api.untappd.com/beer/816563,https://api.untappd.com/brewery/3758,"United States",Waitsfield,VT,,,Can,1057925972,816563,3758,,4.08,4.08,,0,0
"Stokes' Law","Postdoc Brewing Company","Pale Ale - American",5.5,34,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-07-28 08:11:25",https://api.untappd.com/c/1057926001,https://api.untappd.com/beer/2698631,https://api.untappd.com/brewery/151371,"United States",Redmond,WA,,,Can,1057926001,2698631,151371,,3.67,3.68,,1,0
"Alpha Factor","Postdoc Brewing Company","IPA - American",6.8,64,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-07-28 08:11:39",https://api.untappd.com/c/1057926019,https://api.untappd.com/beer/908254,https://api.untappd.com/brewery/151371,"United States",Redmond,WA,,,Can,1057926019,908254,151371,,3.7,3.7,,1,1
Appalachia,"Wicked Weed Brewing","IPA - Session",4.7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-07-28 08:12:00",https://api.untappd.com/c/1057926045,https://api.untappd.com/beer/2677980,https://api.untappd.com/brewery/37851,"United States",Asheville,NC,,,Can,1057926045,2677980,37851,,3.66,3.66,,0,0
"Dream In Green","Other Half Brewing Co.","IPA - New England / Hazy",6.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-07-29 08:44:21",https://api.untappd.com/c/1058257323,https://api.untappd.com/beer/2123391,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,1058257323,2123391,94785,,4.25,4.24,,0,0
"Requesting Data","Finback Brewery","IPA - American",7.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-07-30 13:16:04",https://api.untappd.com/c/1058738120,https://api.untappd.com/beer/4396299,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,1058738120,4396299,52099,,4.14,4,,0,0
"Pau Hana","Calvert Brewing Company","Blonde / Golden Ale - Other",4.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-07-30 13:16:28",https://api.untappd.com/c/1058738363,https://api.untappd.com/beer/3733688,https://api.untappd.com/brewery/101592,"United States","Upper Marlboro",MD,,,Can,1058738363,3733688,101592,,3.62,3.63,,1,0
"Canal Street","Other Half Brewing Co.","IPA - Imperial / Double New England / Hazy",8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2021-07-31 07:45:25",https://api.untappd.com/c/1059218643,https://api.untappd.com/beer/4412099,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,1059218643,4412099,94785,,4.23,4.2,,0,0
"Comfort At All Costs","NS Beer","IPA - Imperial / Double New England / Hazy",7.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2021-07-31 07:45:46",https://api.untappd.com/c/1059218724,https://api.untappd.com/beer/4164560,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Can,1059218724,4164560,447453,,3.81,3.76,,0,0
Twoquila,"Area Two Experimental Brewing","Sour - Fruited Gose",8.2,0,,"Branford Supply Ponds",Branford,CT,"United States",41.2988,-72.8048,4,"2021-08-07 22:05:35",https://api.untappd.com/c/1062863482,https://api.untappd.com/beer/3419337,https://api.untappd.com/brewery/424129,"United States",Stratford,CT,,,Can,1062863482,3419337,424129,,3.86,3.85,,0,0
"Cow Town Hoppy Brown","Stewards Of The Land","Brown Ale - American",5.5,56,,"Stewards of the Land Brewery",Northford,CT,"United States",41.3625,-72.8006,3.25,"2021-08-07 22:06:48",https://api.untappd.com/c/1062864030,https://api.untappd.com/beer/3997423,https://api.untappd.com/brewery/448754,"United States",Northford,CT,,,Draft,1062864030,3997423,448754,,3.74,3.7,,0,0
"Honey Gold","Stewards Of The Land","Blonde / Golden Ale - Other",4.4,10,,"Stewards of the Land Brewery",Northford,CT,"United States",41.3625,-72.8006,4.25,"2021-08-07 22:07:19",https://api.untappd.com/c/1062864288,https://api.untappd.com/beer/4355073,https://api.untappd.com/brewery/448754,"United States",Northford,CT,,,Draft,1062864288,4355073,448754,,3.7,3.7,,0,0
"Cackling Hen","Stewards Of The Land","IPA - New England / Hazy",6.6,23,,"Stewards of the Land Brewery",Northford,CT,"United States",41.3625,-72.8006,4,"2021-08-07 22:08:32",https://api.untappd.com/c/1062864819,https://api.untappd.com/beer/4432562,https://api.untappd.com/brewery/448754,"United States",Northford,CT,,,Draft,1062864819,4432562,448754,,4.01,3.73,,0,0
"Blue Jay","Stewards Of The Land","Sour - Fruited",5,8,,"Stewards of the Land Brewery",Northford,CT,"United States",41.3625,-72.8006,4.5,"2021-08-07 22:09:06",https://api.untappd.com/c/1062865034,https://api.untappd.com/beer/3829988,https://api.untappd.com/brewery/448754,"United States",Northford,CT,,,Draft,1062865034,3829988,448754,https://untappd.s3.amazonaws.com/photos/2021_08_08/94bcdf35bfe1b7fa88536f0f3134fd51_raw.jpg,3.99,3.78,,0,0
"MARINE LAYER","TALEA Beer Co.","IPA - American",7.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-08-18 16:13:08",https://api.untappd.com/c/1066957947,https://api.untappd.com/beer/4203424,https://api.untappd.com/brewery/428134,"United States","Kings County",NY,,,Can,1066957947,4203424,428134,,3.8,3.79,,0,0
Hootie,"Sixpoint Brewery","IPA - New England / Hazy",6.2,5,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,2.75,"2021-08-18 16:13:27",https://api.untappd.com/c/1066958065,https://api.untappd.com/beer/2601769,https://api.untappd.com/brewery/1149,"United States",Brooklyn,NY,,,Can,1066958065,2601769,1149,,3.68,3.68,,0,0
"Rocket Pop","Alvarium Beer Company","Sour - Smoothie / Pastry",4.8,6,,,,,,,,4.25,"2021-08-18 16:46:19",https://api.untappd.com/c/1066971567,https://api.untappd.com/beer/3323600,https://api.untappd.com/brewery/320859,"United States","New Britain",CT,,,Can,1066971567,3323600,320859,,4.18,4.13,,0,0
"Lonesome Boatman™ Ale","Outer Light Brewing Company","Red Ale - American Amber / Red",5.2,25,,,,,,,,3.5,"2021-08-18 16:47:16",https://api.untappd.com/c/1066971931,https://api.untappd.com/beer/1031978,https://api.untappd.com/brewery/194951,"United States",Groton,CT,,,Draft,1066971931,1031978,194951,,3.63,3.63,,0,0
"Still Bitter","Tox Brewing Co.","Bitter - Extra Special / Strong (ESB)",5.9,0,,,,,,,,4,"2021-08-18 16:50:36",https://api.untappd.com/c/1066973177,https://api.untappd.com/beer/4185970,https://api.untappd.com/brewery/271860,"United States","New London",CT,,,Draft,1066973177,4185970,271860,,3.82,3.77,,0,0
"EVEN FRESHER FEET AND STILL NO CHICKEN","Evil Twin Brewing NYC","IPA - Imperial / Double Milkshake",9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2021-08-19 09:13:52",https://api.untappd.com/c/1067134597,https://api.untappd.com/beer/4236115,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,"creamy,thick",,Can,1067134597,4236115,420055,,4.37,4.29,,0,0
Flex,"Torch & Crown Brewing Company","IPA - Imperial / Double New England / Hazy",7.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-08-23 21:26:35",https://api.untappd.com/c/1069311482,https://api.untappd.com/beer/4440887,https://api.untappd.com/brewery/386511,"United States","New York",NY,,,Can,1069311482,4440887,386511,,3.8,3.75,,0,0
"Headbutting the Machine","Fifth Hammer Brewing Co.","IPA - Imperial / Double",8.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-08-23 21:27:24",https://api.untappd.com/c/1069311654,https://api.untappd.com/beer/4420712,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Can,1069311654,4420712,362426,,3.87,3.8,,0,0
"Summer Jam: Margarita","Barrel Culture Brewing And Blending","Sour - Fruited",7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2021-08-23 21:28:19",https://api.untappd.com/c/1069311858,https://api.untappd.com/beer/4276455,https://api.untappd.com/brewery/324287,"United States",Durham,NC,,,Can,1069311858,4276455,324287,,3.78,3.76,,0,0
"Post Ride Snack","Maine Beer Company","IPA - Session",4.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-08-23 21:29:08",https://api.untappd.com/c/1069312041,https://api.untappd.com/beer/2134471,https://api.untappd.com/brewery/2874,"United States",Freeport,ME,,,Bottle,1069312041,2134471,2874,,3.93,3.93,,0,0
Splice,"Industrial Arts Brewing","Sour - Other",4.1,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-08-23 21:29:24",https://api.untappd.com/c/1069312098,https://api.untappd.com/beer/2854599,https://api.untappd.com/brewery/285703,"United States",Beacon,NY,,,Can,1069312098,2854599,285703,,3.73,3.72,,0,0
"DON MARLEONE","Evil Twin Brewing NYC","IPA - Quadruple",12.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2021-08-23 21:31:01",https://api.untappd.com/c/1069312410,https://api.untappd.com/beer/4400570,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,Can,1069312410,4400570,420055,,4.25,4.14,,0,0
"Bike Beer","Zero Gravity Craft Brewery","IPA - American",4.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-08-25 08:43:04",https://api.untappd.com/c/1069603685,https://api.untappd.com/beer/4357621,https://api.untappd.com/brewery/4263,"United States",Burlington,VT,,,Can,1069603685,4357621,4263,,3.79,3.78,,0,0
"A_Dog Ale","Foam Brewers","IPA - New England / Hazy",7.2,0,,"Foam Brewers",Burlington,VT,"United States",44.4793,-73.2201,4.25,"2021-08-28 13:33:23",https://api.untappd.com/c/1070905160,https://api.untappd.com/beer/4469044,https://api.untappd.com/brewery/266666,"United States",Burlington,VT,,,Draft,1070905160,4469044,266666,,4.1,3.79,,0,0
"Martian Dawn","Burlington Beer Company","IPA - Imperial / Double New England / Hazy",8.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-09-01 13:14:08",https://api.untappd.com/c/1072259666,https://api.untappd.com/beer/4302021,https://api.untappd.com/brewery/39375,"United States",Burlington,VT,,,Can,1072259666,4302021,39375,,4.03,4.01,,0,0
"One Flew Over","Foam Brewers","Pale Ale - Milkshake",5.7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-09-01 13:14:24",https://api.untappd.com/c/1072259725,https://api.untappd.com/beer/2065709,https://api.untappd.com/brewery/266666,"United States",Burlington,VT,,,Can,1072259725,2065709,266666,,4.11,4.01,,0,0
"Welcome Back","Torch & Crown Brewing Company","Pale Ale - New Zealand",5.3,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-09-01 13:14:54",https://api.untappd.com/c/1072259866,https://api.untappd.com/beer/4402353,https://api.untappd.com/brewery/386511,"United States","New York",NY,,,Can,1072259866,4402353,386511,,3.83,3.76,,0,0
Pilsner,"Black Raven Brewing","Pilsner - Other",5.2,28,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-09-06 11:58:52",https://api.untappd.com/c/1074517374,https://api.untappd.com/beer/3641227,https://api.untappd.com/brewery/7484,"United States",Woodinville,WA,"crisp,clean",,Can,1074517374,3641227,7484,,3.67,3.68,"Carolyn Aguilar",0,0
"Decuple Dry-Hopped Fatamorgana Nelson Sauvin",Omnipollo,"IPA - Quadruple",12,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-09-06 11:59:11",https://api.untappd.com/c/1074517445,https://api.untappd.com/beer/4474865,https://api.untappd.com/brewery/29486,Sweden,Sundbyberg,"Stockholms län",,,Can,1074517445,4474865,29486,,4.3,4.17,,0,0
"Crawl It A Night","Mill River Brewing ","IPA - Triple New England / Hazy",9.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-09-06 12:00:23",https://api.untappd.com/c/1074517673,https://api.untappd.com/beer/3830579,https://api.untappd.com/brewery/353803,"United States","Saint Albans",VT,,,Can,1074517673,3830579,353803,,3.84,3.77,,0,0
Ultrasphere,"Hudson Valley Brewery","IPA - Sour",6,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2021-09-06 12:02:02",https://api.untappd.com/c/1074518022,https://api.untappd.com/beer/2260311,https://api.untappd.com/brewery/169038,"United States",Beacon,NY,,,Can,1074518022,2260311,169038,,4.3,4.29,,0,0
Spacewalker,"Burlington Beer Company","Sour - Smoothie / Pastry",5.7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-09-06 12:03:32",https://api.untappd.com/c/1074518346,https://api.untappd.com/beer/3776590,https://api.untappd.com/brewery/39375,"United States",Burlington,VT,,,Can,1074518346,3776590,39375,,4.04,3.93,,0,0
"Another Trip Around the Sun 2021","Foam Brewers","IPA - Imperial / Double",9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-09-06 12:04:45",https://api.untappd.com/c/1074518644,https://api.untappd.com/beer/4289005,https://api.untappd.com/brewery/266666,"United States",Burlington,VT,,,Can,1074518644,4289005,266666,,4.3,4.13,,0,0
"Connected By Craft","Big aLICe Brewing Co.","Pale Ale - New England / Hazy",5.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-09-06 12:07:54",https://api.untappd.com/c/1074519337,https://api.untappd.com/beer/4456512,https://api.untappd.com/brewery/49805,"United States","Long Island City",NY,,,Can,1074519337,4456512,49805,,3.73,3.7,,0,0
"Welcome Back","Torch & Crown Brewing Company","Pale Ale - New Zealand",5.3,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-09-06 12:08:20",https://api.untappd.com/c/1074519426,https://api.untappd.com/beer/4402353,https://api.untappd.com/brewery/386511,"United States","New York",NY,,,Can,1074519426,4402353,386511,,3.83,3.76,,0,0
"White Boy Summer","Greenpoint Beer & Ale Co.","IPA - Imperial / Double",8.3,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-09-09 09:18:01",https://api.untappd.com/c/1075253216,https://api.untappd.com/beer/4346468,https://api.untappd.com/brewery/115381,"United States",Brooklyn,NY,,,Can,1075253216,4346468,115381,,4.03,3.88,,0,0
Prereq,"Postdoc Brewing Company","Pale Ale - American",5.5,36,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-09-09 09:18:39",https://api.untappd.com/c/1075253280,https://api.untappd.com/beer/985116,https://api.untappd.com/brewery/151371,"United States",Redmond,WA,,,Can,1075253280,985116,151371,,3.66,3.67,,1,0
Kiwi,"Lawson's Finest Liquids","IPA - Imperial / Double",8.1,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2021-09-11 07:54:57",https://api.untappd.com/c/1076067621,https://api.untappd.com/beer/273350,https://api.untappd.com/brewery/3758,"United States",Waitsfield,VT,,,Can,1076067621,273350,3758,,4.07,4.06,,0,0
Revenge,"Anchorage Brewing Company","IPA - Imperial / Double New England / Hazy",8.4,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-09-11 07:55:33",https://api.untappd.com/c/1076067791,https://api.untappd.com/beer/3502171,https://api.untappd.com/brewery/13756,"United States",Anchorage,AK,,,Can,1076067791,3502171,13756,,4.18,4.15,,0,0
"Technicolor Nightmare","Greenpoint Beer & Ale Co.","IPA - Triple New England / Hazy",9.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-09-11 07:56:09",https://api.untappd.com/c/1076067921,https://api.untappd.com/beer/4421864,https://api.untappd.com/brewery/115381,"United States",Brooklyn,NY,,,Can,1076067921,4421864,115381,,4.05,3.89,,0,0
"Fluctuating Fruits: Pink Guava/Plum","Equilibrium Brewery","IPA - Imperial / Double",8.1,0,"Chunky monkey","Untappd at Home",,NC,"United States",34.2347,-77.9482,3,"2021-09-14 08:07:04",https://api.untappd.com/c/1077274447,https://api.untappd.com/beer/4424579,https://api.untappd.com/brewery/198789,"United States",Middletown,NY,,,Can,1077274447,4424579,198789,,3.58,3.61,,0,0
"I’M REALLY LOOKING FORWARD TO THAT CROSS-COUNTRY ROAD TRIP. EXCEPT I’VE FORGOTTEN HOW TO DRIVE.","Evil Twin Brewing NYC","IPA - Imperial / Double New England / Hazy",8.3,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2021-09-17 09:09:38",https://api.untappd.com/c/1078028460,https://api.untappd.com/beer/4433955,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,Can,1078028460,4433955,420055,,4.11,3.96,,0,0
Splish,"Grimm Artisanal Ales","IPA - Imperial / Double",8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2021-09-17 09:11:12",https://api.untappd.com/c/1078028651,https://api.untappd.com/beer/1744436,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,1078028651,1744436,72844,,4.17,4.16,,0,0
"TO THE MILKY WAY & BACK VII - MATCHA, YUZU, CHOCOLATE","Evil Twin Brewing NYC","IPA - Milkshake",7.5,0,"Berry berry kix","Evil Twin Brewing NYC - Dumbo",Brooklyn,NY,"United States",40.703,-73.9903,4.5,"2021-09-19 13:48:52",https://api.untappd.com/c/1079343029,https://api.untappd.com/beer/4476596,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,Draft,1079343029,4476596,420055,,3.75,3.74,,0,0
"YOUR DAD’S RETRO FASHIONED CREAM SOUR","Evil Twin Brewing NYC","Sour - Other",6,0,,"Evil Twin Brewing NYC - Dumbo",Brooklyn,NY,"United States",40.703,-73.9903,4.5,"2021-09-19 14:18:37",https://api.untappd.com/c/1079360769,https://api.untappd.com/beer/4463968,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,Draft,1079360769,4463968,420055,,4,3.93,,0,0
"Rotator IPA","Circa Brewing Co. ","IPA - American",6.7,60,,"Circa Brewing Co",Brooklyn,NY,"United States",40.6917,-73.9862,4,"2021-09-19 16:58:01",https://api.untappd.com/c/1079455593,https://api.untappd.com/beer/2299841,https://api.untappd.com/brewery/352067,"United States",Brooklyn,NY,,,Draft,1079455593,2299841,352067,,3.73,3.72,,0,0
Barracuda,"Circa Brewing Co. ","Pale Ale - American",5.4,30,,"Circa Brewing Co",Brooklyn,NY,"United States",40.6917,-73.9862,4.25,"2021-09-19 16:58:25",https://api.untappd.com/c/1079455820,https://api.untappd.com/beer/4479690,https://api.untappd.com/brewery/352067,"United States",Brooklyn,NY,,,Draft,1079455820,4479690,352067,,3.82,3.7,,0,0
