beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Boston Lager","Samuel Adams","Lager - Vienna",5,30,,,,,,,,3,"2013-08-16 19:04:59",https://api.untappd.com/c/41521587,https://api.untappd.com/beer/3914,https://api.untappd.com/brewery/157,"United States",Boston,MA,,,,41521587,3914,157,,3.42,3.42,,0,0
OctoberFest,"Samuel Adams",Märzen,5.3,16,,"Box 63 American Bar & Grill","New Haven",CT,"United States",41.3114,-72.932,,"2013-08-21 22:07:23",https://api.untappd.com/c/42237333,https://api.untappd.com/beer/3942,https://api.untappd.com/brewery/157,"United States",Boston,MA,,,,42237333,3942,157,,3.61,3.61,,0,0
"Allagash White","Allagash Brewing Company","Wheat Beer - Witbier / Blanche",5.2,13,,,,,,,,4.5,"2013-11-29 01:05:36",https://api.untappd.com/c/56062446,https://api.untappd.com/beer/5862,https://api.untappd.com/brewery/24,"United States",Portland,ME,,,,56062446,5862,24,,3.75,3.75,,0,0
"(203) Lager","Stony Creek Brewery","Lager - American Amber / Red",4.7,22,,,,,,,,4,"2014-11-26 15:19:26",https://api.untappd.com/c/132543078,https://api.untappd.com/beer/381775,https://api.untappd.com/brewery/35610,"United States",Branford,CT,,,,132543078,381775,35610,,3.27,3.36,,0,0
"Summer Sour: Blackberry","Fifth Hammer Brewing Co.","Sour - Other",6.2,0,,"Fifth Hammer Brewing Company",Queens,NY,"United States",40.7466,-73.9514,4,"2018-09-02 17:11:41",https://api.untappd.com/c/647172112,https://api.untappd.com/beer/2665049,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Draft,647172112,2665049,362426,,3.87,3.82,,0,0
"Elvis Juice",BrewDog,"IPA - Fruited",6.5,40,,,,,,,,4.5,"2018-09-08 11:32:27",https://api.untappd.com/c/649208618,https://api.untappd.com/beer/1441008,https://api.untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,649208618,1441008,241,,3.7,3.7,,0,0
"Citrus Jammer","Sixpoint Brewery","Sour - Fruited Gose",4,0,,,,,,,,4.75,"2018-09-08 11:33:09",https://api.untappd.com/c/649208933,https://api.untappd.com/beer/2586898,https://api.untappd.com/brewery/1149,"United States",Brooklyn,NY,,,,649208933,2586898,1149,,3.73,3.73,,0,0
"Sunshine Pop!","Grimm Artisanal Ales","Sour - Berliner Weisse",4.8,0,,,,,,,,3.5,"2018-09-08 22:39:46",https://api.untappd.com/c/649789186,https://api.untappd.com/beer/2366861,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,,649789186,2366861,72844,,4.04,4.01,,0,0
"Bride of Beach Zombie","KCBC - Kings County Brewers Collective","Sour - Fruited Berliner Weisse",4,4,,"Kings County Brewers Collective",Brooklyn,NY,"United States",40.7061,-73.9237,4.5,"2018-09-09 16:55:47",https://api.untappd.com/c/650101048,https://api.untappd.com/beer/2184066,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,"mango,sour,passion fruit,juicy",,Draft,650101048,2184066,167520,,4.02,3.99,,0,0
"Party Crasher","LIC Beer Project","IPA - New England / Hazy",5.5,0,,"LIC Beer Project","Long Island City",NY,"United States",40.7547,-73.9394,4.5,"2018-10-07 13:00:16",https://api.untappd.com/c/661158838,https://api.untappd.com/beer/1541304,https://api.untappd.com/brewery/201804,"United States","Long Island City",NY,,,,661158838,1541304,201804,,3.99,3.99,,0,0
"Ardent Core","LIC Beer Project","Farmhouse Ale - Saison",6.5,0,,,,,,,,3.75,"2018-10-07 13:01:04",https://api.untappd.com/c/661159269,https://api.untappd.com/beer/1077908,https://api.untappd.com/brewery/201804,"United States","Long Island City",NY,,,,661159269,1077908,201804,,3.73,3.73,,0,0
"Game of Thrones: Mother of Dragons","Brewery Ommegang","Smoked Beer",6.6,30,,,,,,,,4.5,"2018-11-20 09:28:22",https://api.untappd.com/c/678061369,https://api.untappd.com/beer/2798919,https://api.untappd.com/brewery/249,"United States",Cooperstown,NY,"cherry,smoked",,Bottle,678061369,2798919,249,,3.72,3.72,,0,0
"La Folie (2018)","New Belgium Brewing Company","Sour - Flanders Oud Bruin",7,0,,,,,,,,4.25,"2018-11-20 09:29:26",https://api.untappd.com/c/678061424,https://api.untappd.com/beer/2531888,https://api.untappd.com/brewery/905,"United States","Fort Collins",CO,"sour,tart,cherry,smooth,chocolate",,Bottle,678061424,2531888,905,,4.08,4.06,,0,0
"Sour Rosé","Crooked Stave Artisan Beer Project","Wild Ale - American",4.5,0,,,,,,,,4.5,"2018-11-20 09:31:47",https://api.untappd.com/c/678061550,https://api.untappd.com/beer/1702801,https://api.untappd.com/brewery/10568,"United States",Denver,CO,"sour,raspberry,crisp,dry",,Can,678061550,1702801,10568,https://untappd.s3.amazonaws.com/photos/2018_11_20/be96ba58b049dd620a864f2a1090be0b_raw.jpg,3.83,3.83,,0,0
"H2 Chardonnay Harvest Ale","Transmitter Brewing","Farmhouse Ale - Saison",7.1,0,,,,,,,,4.5,"2018-11-25 14:53:58",https://api.untappd.com/c/680680127,https://api.untappd.com/beer/1006033,https://api.untappd.com/brewery/95893,"United States",Brooklyn,NY,"sour,tart",,Bottle,680680127,1006033,95893,,4.05,3.93,,1,0
"Party Crasher","LIC Beer Project","IPA - New England / Hazy",5.5,0,,,,,,,,4.5,"2018-11-25 17:23:22",https://api.untappd.com/c/680757281,https://api.untappd.com/beer/1541304,https://api.untappd.com/brewery/201804,"United States","Long Island City",NY,,,,680757281,1541304,201804,,3.99,3.99,,0,0
"Big Swell IPA","Maui Brewing Company","IPA - American",6.8,70,,"Maui Brewing Company",Kihei,HI,"United States",20.7495,-156.437,3.5,"2019-02-19 11:26:27",https://api.untappd.com/c/714531321,https://api.untappd.com/beer/5382,https://api.untappd.com/brewery/836,"United States",Kihei,HI,,,Draft,714531321,5382,836,,3.69,3.69,,0,0
"Citra Dreams","Captain Lawrence Brewing Company","IPA - New England / Hazy",7,24,,,,,,,,4,"2020-02-12 10:40:43",https://api.untappd.com/c/865626130,https://api.untappd.com/beer/3441378,https://api.untappd.com/brewery/341,"United States",Elmsford,NY,"hoppy,citrusy",,Can,865626130,3441378,341,,3.86,3.86,,0,0
Ski-In-Ski-Stout,"Telluride Brewing Company","Stout - Coffee",5.8,19,,,,,,,,2.5,"2020-02-12 10:41:09",https://api.untappd.com/c/865626160,https://api.untappd.com/beer/110828,https://api.untappd.com/brewery/17414,"United States",Telluride,CO,dark,,Can,865626160,110828,17414,,3.77,3.77,,0,0
"Winter Ale","Blue Point Brewing Company","Winter Ale",7.7,25,,,,,,,,2,"2020-02-12 10:41:37",https://api.untappd.com/c/865626199,https://api.untappd.com/beer/10879,https://api.untappd.com/brewery/144,"United States",Patchogue,NY,,,Bottle,865626199,10879,144,,3.38,3.38,,0,0
"Christmas Ale","Abita Brewing Company","Winter Ale",5.5,34,,,,,,,,3,"2020-02-12 10:42:01",https://api.untappd.com/c/865626231,https://api.untappd.com/beer/7807,https://api.untappd.com/brewery/10,"United States","Abita Springs",LA,,,Bottle,865626231,7807,10,,3.24,3.24,,0,0
"Suicide Door","Grimm Artisanal Ales","IPA - Triple",10,0,,,,,,,,4.25,"2020-02-12 10:42:22",https://api.untappd.com/c/865626271,https://api.untappd.com/beer/2900364,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,865626271,2900364,72844,,4.25,4.23,,0,0
"Berry Jammer","Sixpoint Brewery","Sour - Fruited Gose",4,0,,,,,,,,2.5,"2020-02-12 10:42:43",https://api.untappd.com/c/865626300,https://api.untappd.com/beer/3174092,https://api.untappd.com/brewery/1149,"United States",Brooklyn,NY,,,Can,865626300,3174092,1149,,3.64,3.64,,0,0
BRIGHTSIDE,"TALEA Beer Co.","IPA - New England / Hazy",6.5,0,,,,,,,,4.5,"2020-02-16 10:41:36",https://api.untappd.com/c/867546385,https://api.untappd.com/beer/3618824,https://api.untappd.com/brewery/428134,"United States","Kings County",NY,"smooth,citrus",,Can,867546385,3618824,428134,,4.04,3.94,,1,0
"SECRET PASSWORD","TALEA Beer Co.","IPA - Imperial / Double New England / Hazy",8,0,,,,,,,,5,"2020-02-16 10:42:11",https://api.untappd.com/c/867546531,https://api.untappd.com/beer/3670779,https://api.untappd.com/brewery/428134,"United States","Kings County",NY,"hoppy,soft,citrusy",,Can,867546531,3670779,428134,,4.08,4.01,,1,0
"Sour Monkey","Victory Brewing Company","Sour - Other",9.5,10,,,,,,,,4.5,"2020-02-21 21:18:44",https://api.untappd.com/c/869458588,https://api.untappd.com/beer/1046722,https://api.untappd.com/brewery/1326,"United States",Downingtown,PA,,,Bottle,869458588,1046722,1326,,3.79,3.79,,0,0
"Nugget Nectar","Tröegs Independent Brewing","Red Ale - Imperial / Double",7.5,93,,,,,,,,4.75,"2020-03-20 10:19:44",https://api.untappd.com/c/879615417,https://api.untappd.com/beer/3757,https://api.untappd.com/brewery/2583,"United States",Hershey,PA,,,Bottle,879615417,3757,2583,,3.99,3.99,,0,0
"First Cut","Tröegs Independent Brewing","IPA - American",6.2,45,,,,,,,,4.5,"2020-03-20 10:20:09",https://api.untappd.com/c/879615450,https://api.untappd.com/beer/1933463,https://api.untappd.com/brewery/2583,"United States",Hershey,PA,,,Bottle,879615450,1933463,2583,,3.79,3.79,,0,0
"Piña Playa","BrewDog USA","Sour - Fruited Gose",5.2,10,,,,,,,,3.5,"2020-03-20 10:20:30",https://api.untappd.com/c/879615472,https://api.untappd.com/beer/2702358,https://api.untappd.com/brewery/426759,"United States","Canal Winchester",OH,"pineapple,coconut,tart",,Can,879615472,2702358,426759,,3.56,3.56,,0,0
"Automatic Work - Untitled 4","LIC Beer Project","IPA - Imperial / Double",8.5,0,,,,,,,,4,"2020-03-20 10:21:11",https://api.untappd.com/c/879615516,https://api.untappd.com/beer/3146987,https://api.untappd.com/brewery/201804,"United States","Long Island City",NY,,,Can,879615516,3146987,201804,,3.94,3.89,,0,0
"YES FARMS, YES BEER","Industrial Arts Brewing","IPA - New England / Hazy",6,0,,,,,,,,,"2020-03-20 10:22:27",https://api.untappd.com/c/879615623,https://api.untappd.com/beer/3658593,https://api.untappd.com/brewery/285703,"United States",Beacon,NY,,,Can,879615623,3658593,285703,https://untappd.s3.amazonaws.com/photos/2020_03_20/7fba4b4594aaf5e2607ebe6345bf434b_raw.jpg,3.77,3.76,,0,0
"SECRET PASSWORD","TALEA Beer Co.","IPA - Imperial / Double New England / Hazy",8,0,,,,,,,,4.75,"2020-03-20 10:23:17",https://api.untappd.com/c/879615692,https://api.untappd.com/beer/3670779,https://api.untappd.com/brewery/428134,"United States","Kings County",NY,,,Can,879615692,3670779,428134,,4.08,4.01,,1,0
"Colorado Wild Sage","Crooked Stave Artisan Beer Project","Farmhouse Ale - Brett",7.2,0,,,,,,,,4,"2020-03-22 09:39:03",https://api.untappd.com/c/880438667,https://api.untappd.com/beer/551093,https://api.untappd.com/brewery/10568,"United States",Denver,CO,,,Can,880438667,551093,10568,,3.76,3.76,,0,0
"Wild Sour Series: Flanders Red","DESTIHL Brewery","Sour - Flanders Red Ale",5.9,18,,,,,,,,4.5,"2020-03-27 09:25:40",https://api.untappd.com/c/881386429,https://api.untappd.com/beer/570867,https://api.untappd.com/brewery/6597,"United States",Normal,IL,,,Can,881386429,570867,6597,,3.66,3.66,,0,0
"Greenhouse Pils - Hersbrucker Edition","Evil Twin Brewing NYC","Pilsner - German",5,0,,,,,,,,3,"2020-03-27 20:47:01",https://api.untappd.com/c/881688220,https://api.untappd.com/beer/3627850,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,Can,881688220,3627850,420055,,3.8,3.75,,0,0
"Begging For Attention","NS Beer","IPA - New England / Hazy",6.5,0,,,,,,,,3.25,"2020-03-27 20:47:18",https://api.untappd.com/c/881688367,https://api.untappd.com/beer/3530464,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Can,881688367,3530464,447453,,3.98,3.88,,0,0
"Euro Step Northeast IPA","The Bronx Brewery","IPA - American",8.5,0,,,,,,,,2,"2020-03-27 20:47:48",https://api.untappd.com/c/881688626,https://api.untappd.com/beer/3411239,https://api.untappd.com/brewery/15784,"United States",Bronx,NY,,,Can,881688626,3411239,15784,,3.29,3.41,,0,0
"Run Wild IPA","Athletic Brewing Company","Non-Alcoholic Beer - IPA",0.5,35,,,,,,,,4.25,"2020-03-31 17:23:15",https://api.untappd.com/c/882676434,https://api.untappd.com/beer/2640438,https://api.untappd.com/brewery/391787,"United States",Milford,CT,"clean,hoppy,light bodied",,Can,882676434,2640438,391787,,3.37,3.38,,0,0
"Free Wave Hazy IPA","Athletic Brewing Company","Non-Alcoholic Beer - IPA",0.5,55,,,,,,,,3.5,"2020-03-31 17:23:42",https://api.untappd.com/c/882676525,https://api.untappd.com/beer/3923014,https://api.untappd.com/brewery/391787,"United States",Milford,CT,hoppy,,Can,882676525,3923014,391787,,3.46,3.46,,0,0
"Perpetual IPA","Tröegs Independent Brewing","IPA - American",7.5,85,,,,,,,,3.5,"2020-03-31 17:24:11",https://api.untappd.com/c/882676630,https://api.untappd.com/beer/71016,https://api.untappd.com/brewery/2583,"United States",Hershey,PA,,,Bottle,882676630,71016,2583,,3.8,3.8,,0,0
"NEW YORKERS ONLY WAIT ‘ON LINE’ NOT ‘IN LINE’","Evil Twin Brewing NYC","IPA - Triple New England / Hazy",10,0,,,,,,,,2,"2020-03-31 19:59:56",https://api.untappd.com/c/882713188,https://api.untappd.com/beer/3682615,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,Can,882713188,3682615,420055,,4.14,4.04,,0,0
"You Should've Seen This Coming","NS Beer","IPA - Imperial / Double New England / Hazy",7.7,0,,,,,,,,3,"2020-04-01 22:15:00",https://api.untappd.com/c/882922265,https://api.untappd.com/beer/3587222,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Can,882922265,3587222,447453,,4.09,3.97,,0,0
"Ginger Hibiscus","New Day Craft","Mead - Other",4.5,0,,,,,,,,4.5,"2020-04-08 10:44:05",https://api.untappd.com/c/884710229,https://api.untappd.com/beer/2762638,https://api.untappd.com/brewery/7921,"United States",Indianapolis,IN,,,Can,884710229,2762638,7921,https://untappd.s3.amazonaws.com/photos/2020_04_08/134c50c9a004fe9a3e2842846078f372_raw.jpg,3.56,3.61,,0,0
"LolliHop Dry-Hopped Double IPA","Tröegs Independent Brewing","IPA - Imperial / Double",8.2,0,,,,,,,,4.5,"2020-04-10 22:20:15",https://api.untappd.com/c/885581975,https://api.untappd.com/beer/3080814,https://api.untappd.com/brewery/2583,"United States",Hershey,PA,,,,885581975,3080814,2583,,4.02,4.01,,0,0
"MIDTOWN DEW","Evil Twin Brewing NYC","Sour - Other",6,0,,,,,,,,4.75,"2020-04-10 22:20:32",https://api.untappd.com/c/885582092,https://api.untappd.com/beer/3726975,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,,,,885582092,3726975,420055,,3.88,3.83,,0,0
"Diamond Waves","Mikkeller Brewing San Diego","Lager - IPL (India Pale Lager)",5.2,0,,,,,,,,4.5,"2020-04-12 18:08:55",https://api.untappd.com/c/886350964,https://api.untappd.com/beer/3662219,https://api.untappd.com/brewery/264526,"United States","San Diego",CA,,,Can,886350964,3662219,264526,,3.57,3.58,,0,0
"Floating Weightless","Finback Brewery","Brett Beer",6.5,0,,,,,,,,3.75,"2020-04-12 18:09:12",https://api.untappd.com/c/886351071,https://api.untappd.com/beer/2658650,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Bottle,886351071,2658650,52099,,4,3.95,,0,0
"All Souls Lager","Otter Creek Brewing","Lager - Amber / Red",4.75,12,,,,,,,,2.5,"2020-04-15 09:23:37",https://api.untappd.com/c/886784981,https://api.untappd.com/beer/2922089,https://api.untappd.com/brewery/959,"United States",Middlebury,VT,,,Can,886784981,2922089,959,,3.47,3.49,,0,0
"Subsonic Distortion","KCBC - Kings County Brewers Collective","IPA - American",6.9,0,,,,,,,,3.75,"2020-04-15 09:24:17",https://api.untappd.com/c/886785005,https://api.untappd.com/beer/3523060,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,,,Can,886785005,3523060,167520,,3.9,3.81,,0,0
"Super Baja Jammer","Sixpoint Brewery","Sour - Fruited Gose",8,0,,,,,,,,4.75,"2020-04-17 09:52:10",https://api.untappd.com/c/887213248,https://api.untappd.com/beer/3657622,https://api.untappd.com/brewery/1149,"United States",Brooklyn,NY,"fruity,light bodied,strawberry",,Can,887213248,3657622,1149,,3.69,3.69,,0,0
"Fuzzbox DDH IIPA","SingleCut Beersmiths","IPA - Imperial / Double",8.6,132,,,,,,,,4.25,"2020-04-20 07:56:23",https://api.untappd.com/c/888430607,https://api.untappd.com/beer/3277244,https://api.untappd.com/brewery/16555,"United States",Astoria,NY,,,Can,888430607,3277244,16555,,4.15,4.14,,0,0
"SourVision: Peach & Berry","Fifth Hammer Brewing Co.","Sour - Fruited",5,0,,,,,,,,4,"2020-04-20 07:57:01",https://api.untappd.com/c/888430628,https://api.untappd.com/beer/3608592,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,"tart,fruity,layered",,Crowler,888430628,3608592,362426,,3.97,3.87,,0,0
"Too Much Trombone?","Fifth Hammer Brewing Co.","IPA - Imperial / Double",9.3,0,,,,,,,,3.5,"2020-04-20 07:57:24",https://api.untappd.com/c/888430637,https://api.untappd.com/beer/3682453,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Crowler,888430637,3682453,362426,,4.06,3.92,,0,0
"Surette Reserva Sour Cherry (2016)","Crooked Stave Artisan Beer Project","Sour - Fruited",6.2,0,,,,,,,,4,"2020-04-20 21:17:09",https://api.untappd.com/c/888549617,https://api.untappd.com/beer/1951222,https://api.untappd.com/brewery/10568,"United States",Denver,CO,"sour,tart",,Bottle,888549617,1951222,10568,,4.02,3.97,,0,0
"Radiant (Raspberry & Chocolate)","LIC Beer Project","Sour - Fruited",6,0,,,,,,,,3.5,"2020-04-20 21:17:55",https://api.untappd.com/c/888549773,https://api.untappd.com/beer/3311983,https://api.untappd.com/brewery/201804,"United States","Long Island City",NY,,,Can,888549773,3311983,201804,,4.09,3.93,,0,0
"Neon Rainbows","Brewery Ommegang","IPA - New England / Hazy",6.7,40,,,,,,,,4,"2020-04-23 10:10:06",https://api.untappd.com/c/888987956,https://api.untappd.com/beer/1679530,https://api.untappd.com/brewery/249,"United States",Cooperstown,NY,,,Can,888987956,1679530,249,,3.84,3.84,,0,0
"Crowded Places","Braven Brewing Company","IPA - New England / Hazy",6.7,12,,,,,,,,3.25,"2020-04-23 10:10:22",https://api.untappd.com/c/888987984,https://api.untappd.com/beer/3636527,https://api.untappd.com/brewery/114457,"United States",Brooklyn,NY,,,Can,888987984,3636527,114457,,3.69,3.7,,0,0
"Curb Your Ego","Focal Point Beer Co","IPA - New England / Hazy",7.1,0,,,,,,,,4.25,"2020-04-26 11:08:23",https://api.untappd.com/c/890260775,https://api.untappd.com/beer/3442034,https://api.untappd.com/brewery/251150,"United States","Borough of Queens",NY,,,Crowler,890260775,3442034,251150,,3.86,3.83,,0,0
"Green Tea Saison","Focal Point Beer Co","Farmhouse Ale - Saison",0,0,,,,,,,,4.25,"2020-04-28 19:38:44",https://api.untappd.com/c/890827958,https://api.untappd.com/beer/3763692,https://api.untappd.com/brewery/251150,"United States","Borough of Queens",NY,,,Crowler,890827958,3763692,251150,,3.78,3.69,,0,0
"MANGOTANGO TART DECO","TALEA Beer Co.","IPA - Sour",7.5,0,,,,,,,,4.5,"2020-04-28 19:39:06",https://api.untappd.com/c/890828058,https://api.untappd.com/beer/3732357,https://api.untappd.com/brewery/428134,"United States","Kings County",NY,,,Can,890828058,3732357,428134,,4.08,3.95,,1,0
"Watermelon Session Ale","Montauk Brewing Company","IPA - Session",4.9,26,,,,,,,,4.5,"2020-04-28 19:40:28",https://api.untappd.com/c/890828429,https://api.untappd.com/beer/1532158,https://api.untappd.com/brewery/34872,"United States",Montauk,NY,,,Can,890828429,1532158,34872,,3.46,3.47,,0,0
"Fourth Wave",FREETHOUGHT,"Sour - Fruited",6.5,0,,,,,,,,3.75,"2020-04-30 08:38:52",https://api.untappd.com/c/891094889,https://api.untappd.com/beer/3728337,https://api.untappd.com/brewery/419966,"United States",Brooklyn,NY,,,Can,891094889,3728337,419966,,3.83,3.79,,0,0
"Dogs Can Look Up","NS Beer","IPA - Sour",7,0,,,,,,,,4.25,"2020-05-02 12:47:19",https://api.untappd.com/c/891931571,https://api.untappd.com/beer/3746548,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Can,891931571,3746548,447453,,3.75,3.73,,0,0
"SourVision: Mango","Fifth Hammer Brewing Co.","Sour - Fruited",5.6,0,,,,,,,,3,"2020-05-02 12:47:45",https://api.untappd.com/c/891931783,https://api.untappd.com/beer/3684153,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,puckering,,Can,891931783,3684153,362426,,3.91,3.74,,0,0
"Lemme Get Guavuhhh","NS Beer","IPA - Imperial / Double New England / Hazy",8,0,,,,,,,,3.5,"2020-05-02 12:48:12",https://api.untappd.com/c/891931999,https://api.untappd.com/beer/3751663,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Crowler,891931999,3751663,447453,,4.3,3.73,,0,0
Starship,"Finback Brewery","Sour - Fruited",6,0,,,,,,,,4,"2020-05-10 22:20:11",https://api.untappd.com/c/894796271,https://api.untappd.com/beer/2636488,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,894796271,2636488,52099,,4.14,4.11,,0,0
"Mango Tangerine Sour","Collective Arts Brewing","Sour - Fruited",6,0,,,,,,,,3.75,"2020-05-11 21:37:48",https://api.untappd.com/c/894943416,https://api.untappd.com/beer/3715257,https://api.untappd.com/brewery/76841,Canada,Hamilton,ON,,,Can,894943416,3715257,76841,,3.82,3.82,,0,0
"Pineapple Spritzer","New Day Craft","Mead - Other",4,0,,,,,,,,4,"2020-05-11 21:38:06",https://api.untappd.com/c/894943485,https://api.untappd.com/beer/2825212,https://api.untappd.com/brewery/7921,"United States",Indianapolis,IN,,,Can,894943485,2825212,7921,,3.77,3.75,,0,0
"Tropical Twist Sour","Focal Point Beer Co","Sour - Fruited Gose",4.5,0,,,,,,,,4.25,"2020-05-14 18:42:10",https://api.untappd.com/c/895496702,https://api.untappd.com/beer/3644402,https://api.untappd.com/brewery/251150,"United States","Borough of Queens",NY,"fruity,tropical",,Crowler,895496702,3644402,251150,,3.87,3.76,,0,0
"Orange Cream Crush","Finback Brewery","IPA - Imperial / Double Milkshake",8,0,,,,,,,,3.5,"2020-05-16 22:43:43",https://api.untappd.com/c/896615481,https://api.untappd.com/beer/3778869,https://api.untappd.com/brewery/52099,"United States",Queens,NY,"orange,vanilla,sweet",,Can,896615481,3778869,52099,,4.17,4.08,,0,0
"Green Plastic Watering Can DDH IIPA","SingleCut Beersmiths","IPA - Imperial / Double",8,90,,,,,,,,4.25,"2020-05-17 18:19:24",https://api.untappd.com/c/896894811,https://api.untappd.com/beer/3207880,https://api.untappd.com/brewery/16555,"United States",Astoria,NY,,,Can,896894811,3207880,16555,,4.18,4.17,,0,0
"Virtual Collab: LIC - Hop Fused Foggy DIPA","Humble Sea Brewing Company","IPA - Imperial / Double New England / Hazy",8.2,0,,,,,,,,4.25,"2020-05-17 18:19:57",https://api.untappd.com/c/896895046,https://api.untappd.com/beer/3782261,https://api.untappd.com/brewery/233405,"United States","Santa Cruz",CA,,,Can,896895046,3782261,233405,,4.31,4.16,,0,0
"All Together","LIC Beer Project","IPA - American",6,0,,,,,,,,4,"2020-05-21 22:22:40",https://api.untappd.com/c/897944238,https://api.untappd.com/beer/3770096,https://api.untappd.com/brewery/201804,"United States","Long Island City",NY,,,Can,897944238,3770096,201804,,4.17,3.89,,0,0
"Same As It Ever Was","NS Beer","IPA - New England / Hazy",6.9,0,,,,,,,,4.25,"2020-05-21 22:22:59",https://api.untappd.com/c/897944320,https://api.untappd.com/beer/3770695,https://api.untappd.com/brewery/447453,"United States",Brooklyn,NY,,,Can,897944320,3770695,447453,,4,3.9,,0,0
"Plasma Fantasma","KCBC - Kings County Brewers Collective","Sour - Fruited",7,0,,,,,,,,4,"2020-05-23 22:14:09",https://api.untappd.com/c/898985069,https://api.untappd.com/beer/3777682,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,,,Can,898985069,3777682,167520,,3.97,3.92,,0,0
"Oscillation 011","Finback Brewery","IPA - Imperial / Double",9,0,,,,,,,,4.25,"2020-05-23 22:14:26",https://api.untappd.com/c/898985181,https://api.untappd.com/beer/2440853,https://api.untappd.com/brewery/52099,"United States",Queens,NY,,,Can,898985181,2440853,52099,,4.16,4.1,,0,0
"& Turf","Stillwater Artisanal","Stout - Imperial / Double",12,0,,,,,,,,3.25,"2020-05-27 08:11:35",https://api.untappd.com/c/899910960,https://api.untappd.com/beer/3774069,https://api.untappd.com/brewery/1203,"United States","Grand Mound",WA,"meaty,smoked,umami",,Can,899910960,3774069,1203,,3.67,3.67,,0,0
"Primo Royale","Focal Point Beer Co","Sour - Fruited Berliner Weisse",4.5,0,,,,,,,,3,"2020-05-27 08:13:54",https://api.untappd.com/c/899911044,https://api.untappd.com/beer/3805438,https://api.untappd.com/brewery/251150,"United States","Borough of Queens",NY,,,Crowler,899911044,3805438,251150,,3.89,3.72,,0,0
"Mad Mango IPA","Focal Point Beer Co","IPA - American",0,0,,,,,,,,4.5,"2020-05-27 08:14:14",https://api.untappd.com/c/899911054,https://api.untappd.com/beer/3781205,https://api.untappd.com/brewery/251150,"United States","Borough of Queens",NY,,,Crowler,899911054,3781205,251150,,3.8,3.72,,0,0
"Road Trip Classic Lager","Red Truck Beer Company","Lager - Pale",5,0,,,,,,,,3,"2020-05-28 09:41:15",https://api.untappd.com/c/900126130,https://api.untappd.com/beer/54673,https://api.untappd.com/brewery/4067,Canada,Vancouver,BC,,,Can,900126130,54673,4067,,3.3,3.31,,0,0
"Cucumber Crush","10 Barrel Brewing Co.","Sour - Berliner Weisse",5,4,,,,,,,,3.5,"2020-05-28 09:41:31",https://api.untappd.com/c/900126148,https://api.untappd.com/beer/365258,https://api.untappd.com/brewery/3436,"United States",Bend,OR,"light bodied",,Can,900126148,365258,3436,,3.79,3.79,,0,0
Oh...,"Other Half Brewing Co.","IPA - New England / Hazy",6,0,,,,,,,,4.25,"2020-05-29 09:35:09",https://api.untappd.com/c/900391583,https://api.untappd.com/beer/2322082,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,900391583,2322082,94785,,4.2,4.2,,0,0
"All Together","Greenpoint Beer & Ale Co.","IPA - American",6.5,45,,,,,,,,3.75,"2020-05-29 09:35:39",https://api.untappd.com/c/900391644,https://api.untappd.com/beer/3775204,https://api.untappd.com/brewery/115381,"United States",Brooklyn,NY,,,Can,900391644,3775204,115381,,3.94,3.78,,0,0
"Rabbit Rabbit","Lamplighter Brewing Co.","IPA - New England / Hazy",8.5,0,,,,,,,,3.5,"2020-05-30 13:07:32",https://api.untappd.com/c/900985536,https://api.untappd.com/beer/2006593,https://api.untappd.com/brewery/229710,"United States",Cambridge,MA,,,Can,900985536,2006593,229710,,3.99,3.99,,0,0
"Black Razz","Sloop Brewing Co.","Sour - Other",5,0,,,,,,,,4.25,"2020-05-31 09:43:08",https://api.untappd.com/c/901476094,https://api.untappd.com/beer/509903,https://api.untappd.com/brewery/36968,"United States","Hopewell Junction",NY,,,Can,901476094,509903,36968,,3.77,3.76,,0,0
